siteName,latitude,longitude,age,pollenPercentage,pollenSum,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,tmin1,tmin2,tmin3,tmin4,tmin5,tmin6,tmin7,tmin8,tmin9,tmin10,tmin11,tmin12,tmax1,tmax2,tmax3,tmax4,tmax5,tmax6,tmax7,tmax8,tmax9,tmax10,tmax11,tmax12
Alexander Lake,53.333333,-60.583333,4976.0,62.89855072463768,345.0,61.9,54.9,70.4,62.2,69.3,94.1,114.8,100.9,91.3,81.4,73.8,65.2,-24.59,-24.11,-18.12,-9.7,-2.16,3.95,9.23,8.64,4.03,-1.85,-9.46,-19.58,-13.9,-12.34,-6.23,0.21,7.89,14.95,19.86,18.71,13.32,5.67,-1.38,-10.05
Alexander Lake,53.333333,-60.583333,5107.0,63.660477453580896,377.0,69.9,57.5,65.6,54.4,62.1,91.7,118.4,103.4,89.3,79.2,75.9,72.7,-26.08,-25.43,-18.83,-9.94,-2.32,3.59,8.84,8.55,4.34,-1.54,-9.7,-20.64,-14.76,-12.97,-6.38,0.3,7.77,14.36,19.05,18.1,13.16,5.7,-1.57,-10.7
Alexander Lake,53.333333,-60.583333,5239.0,58.12500000000001,320.0,59.2,50.6,63.0,56.0,65.0,94.0,120.2,107.1,95.2,82.9,73.6,64.0,-25.97,-25.23,-18.52,-9.56,-1.95,3.89,9.08,8.76,4.57,-1.32,-9.52,-20.52,-14.93,-13.23,-6.63,0.22,7.99,14.94,19.85,18.93,13.82,6.12,-1.38,-10.72
Alexander Lake,53.333333,-60.583333,5370.0,49.504950495049506,303.0,68.5,55.1,61.9,50.9,57.9,86.3,113.7,102.2,91.0,82.1,78.2,73.2,-23.87,-23.79,-18.44,-10.37,-2.73,3.81,9.43,8.91,4.18,-1.68,-9.05,-18.86,-13.63,-12.21,-6.37,-0.09,7.6,14.81,19.82,18.66,13.18,5.54,-1.37,-9.84
Alexander Lake,53.333333,-60.583333,5502.0,19.090909090909093,330.0,62.5,49.7,57.4,48.8,56.8,85.8,116.4,109.7,101.8,91.4,82.3,70.7,-26.6,-25.69,-18.81,-9.63,-1.78,4.23,9.38,8.78,4.15,-2.08,-10.4,-21.32,-16.06,-13.95,-6.75,0.56,8.52,15.37,20.06,18.88,13.5,5.48,-2.36,-11.92
Alexander Lake,53.333333,-60.583333,5633.0,9.375,224.0,68.8,55.4,62.8,52.5,61.3,93.3,124.3,111.3,97.1,85.5,80.0,73.9,-24.84,-23.86,-17.02,-8.11,-0.7,4.84,9.71,9.14,4.82,-1.03,-9.03,-19.72,-13.84,-12.05,-5.52,1.26,9.04,16.01,20.81,19.63,14.22,6.41,-0.93,-9.91
Alexander Lake,53.333333,-60.583333,5725.0,10.144927536231885,276.0,65.3,54.2,62.8,53.0,61.3,91.4,118.2,102.5,87.3,76.3,71.9,68.0,-23.35,-23.04,-17.46,-9.35,-1.88,4.36,9.7,9.05,4.33,-1.47,-8.78,-18.51,-13.25,-11.74,-5.92,0.41,8.26,15.65,20.63,19.16,13.24,5.34,-1.51,-9.7
Alexander Lake,53.333333,-60.583333,6028.0,11.587982832618025,233.0,71.2,56.2,59.5,48.0,56.7,90.2,121.1,102.8,82.9,71.5,70.7,72.4,-23.18,-23.34,-18.25,-10.32,-2.63,4.12,9.94,9.56,4.89,-0.93,-8.26,-18.07,-12.98,-11.94,-6.54,-0.37,7.67,15.51,20.97,19.87,14.15,6.3,-0.64,-9.05
Alexander Lake,53.333333,-60.583333,6159.0,4.406779661016949,295.0,72.5,59.3,66.6,54.9,63.1,94.9,123.0,105.8,89.1,78.2,75.8,74.3,-25.96,-25.18,-18.65,-9.77,-2.03,4.04,9.2,8.53,3.82,-2.31,-10.32,-20.86,-14.71,-12.92,-6.47,0.22,7.95,14.92,19.68,18.41,12.91,5.12,-2.1,-10.9
Alexander Lake,53.333333,-60.583333,6291.0,14.17624521072797,261.0,68.7,53.2,57.1,46.7,55.5,88.6,122.1,109.2,93.3,81.6,77.6,73.8,-24.39,-24.54,-19.76,-11.81,-3.61,3.84,9.79,8.75,2.98,-3.49,-10.69,-19.79,-14.11,-12.89,-7.47,-1.24,6.96,14.95,20.29,18.78,12.5,4.34,-2.51,-10.54
Alexander Lake,53.333333,-60.583333,6422.0,0.8583690987124464,233.0,61.9,51.2,60.5,51.9,60.0,88.8,116.2,104.4,92.8,81.8,74.7,66.9,-28.06,-27.0,-19.56,-9.88,-1.77,4.29,9.5,9.06,4.58,-1.85,-10.75,-22.4,-17.37,-15.26,-7.65,0.17,8.55,15.67,20.61,19.65,14.35,6.05,-2.42,-12.76
Alexander Lake,53.333333,-60.583333,6554.0,1.3043478260869565,230.0,65.4,57.5,70.9,61.5,69.9,98.8,121.1,101.7,85.7,74.4,69.7,66.0,-24.68,-23.88,-17.56,-8.89,-1.25,4.78,9.83,8.93,3.99,-2.14,-9.85,-19.9,-14.8,-13.01,-6.52,0.45,8.67,16.16,21.15,19.68,13.67,5.39,-2.11,-10.98
Alexander Lake,53.333333,-60.583333,6685.0,2.135231316725979,281.0,69.0,56.2,64.7,54.0,61.3,90.0,117.5,106.1,95.5,86.0,80.8,74.1,-25.51,-24.49,-17.6,-8.5,-0.79,5.06,10.04,9.3,4.63,-1.55,-9.71,-20.41,-14.77,-12.83,-6.07,1.02,9.15,16.39,21.24,19.81,13.96,5.75,-1.84,-10.89
Alexander Lake,53.333333,-60.583333,6817.0,20.0,10.0,61.9,49.3,56.2,48.4,58.9,94.1,129.4,116.2,99.2,84.5,76.1,68.1,-26.53,-25.88,-19.52,-10.52,-2.3,4.39,9.84,8.95,3.68,-2.91,-11.06,-21.48,-16.51,-14.54,-7.55,-0.2,8.12,15.48,20.42,19.08,13.27,4.92,-2.99,-12.41
Alexis Lake,52.516667,-57.033333,30.0,81.48148148148148,351.0,104.6,86.0,98.8,77.3,67.0,92.5,96.5,101.7,92.4,92.5,91.6,103.5,-18.33,-18.14,-13.81,-7.74,-2.87,1.06,5.48,5.8,2.63,-1.78,-6.52,-13.58,-8.85,-8.46,-4.46,0.02,5.02,10.61,15.03,14.76,10.73,4.85,-0.21,-5.79
Alexis Lake,52.516667,-57.033333,3209.0,84.41247002398082,417.0,99.4,80.8,93.1,74.2,66.5,95.5,102.6,109.0,97.8,95.4,91.7,100.6,-22.32,-21.62,-15.52,-7.92,-2.43,1.36,5.87,6.78,4.26,-0.58,-7.04,-16.39,-11.55,-10.93,-5.82,-0.34,5.1,10.66,15.25,15.5,12.01,5.88,-0.36,-7.57
Alexis Lake,52.516667,-57.033333,4883.0,69.1588785046729,321.0,97.6,78.8,91.8,73.9,66.4,95.7,104.1,113.1,103.6,101.4,95.6,101.4,-21.49,-20.94,-15.37,-8.29,-3.12,0.56,4.99,5.8,3.25,-1.33,-7.22,-15.89,-11.32,-10.51,-5.41,-0.27,4.54,9.38,13.52,13.72,10.58,4.94,-0.82,-7.64
Alexis Lake,52.516667,-57.033333,6098.0,69.50146627565982,341.0,89.3,71.3,84.0,69.4,64.2,95.1,106.3,118.5,110.1,106.3,96.1,96.5,-21.52,-21.16,-15.6,-8.34,-2.82,1.27,6.03,7.0,4.4,-0.38,-6.59,-15.62,-11.36,-10.93,-6.25,-1.0,4.54,10.44,15.19,15.3,11.5,5.27,-0.74,-7.55
Alexis Lake,52.516667,-57.033333,6855.0,19.602272727272727,352.0,93.0,76.6,91.4,74.6,67.0,95.0,101.7,109.5,100.1,97.6,91.2,96.1,-23.98,-23.2,-16.94,-9.04,-3.16,0.98,5.61,6.34,3.41,-1.84,-8.58,-18.04,-13.89,-12.96,-7.26,-1.21,4.61,10.31,14.85,14.91,11.11,4.54,-2.21,-9.83
Alexis Lake,52.516667,-57.033333,7613.0,41.911764705882355,408.0,87.0,71.8,88.1,72.8,64.6,89.6,96.3,107.8,104.2,103.7,94.2,93.4,-26.4,-25.01,-18.2,-9.59,-2.9,1.85,6.29,5.93,1.43,-4.99,-12.08,-21.12,-15.31,-14.15,-8.37,-1.95,4.61,11.08,15.72,15.0,9.91,2.41,-4.53,-11.71
Alexis Lake,52.516667,-57.033333,8559.0,21.25984251968504,127.0,90.4,70.1,74.3,58.3,56.0,90.2,102.2,103.4,82.7,75.8,74.7,88.8,-28.07,-26.95,-20.87,-12.42,-5.0,0.9,5.78,4.77,-1.06,-8.26,-15.13,-23.28,-16.49,-15.21,-9.73,-3.53,3.02,9.6,14.05,12.78,7.01,-0.69,-7.19,-13.52
Alexis Lake,52.516667,-57.033333,9127.0,28.21576763485477,241.0,62.7,53.1,67.8,60.3,58.9,88.5,96.6,101.3,86.8,77.7,66.7,66.1,-27.86,-26.13,-19.26,-10.52,-3.51,1.52,5.75,4.59,-0.96,-7.98,-14.92,-23.25,-17.7,-15.8,-9.3,-2.43,4.16,10.26,14.29,12.89,7.19,-0.69,-7.71,-14.65
Alexis Lake,52.516667,-57.033333,9885.0,0.0,198.0,84.2,67.9,75.5,61.8,61.5,100.7,112.4,108.4,81.4,70.8,67.9,80.8,-23.22,-21.98,-16.8,-9.64,-3.48,1.41,5.45,3.89,-1.98,-8.32,-13.51,-19.7,-14.11,-12.62,-7.34,-1.67,4.18,10.03,13.92,12.38,6.72,-0.51,-6.25,-11.75
Alexis Lake,52.516667,-57.033333,10780.0,6.787330316742081,221.0,64.7,56.9,73.7,66.0,64.6,96.5,101.7,100.1,80.2,69.7,61.2,64.3,-29.12,-27.49,-21.33,-12.92,-5.54,0.23,4.57,2.65,-4.15,-11.71,-18.15,-25.27,-19.69,-17.56,-10.87,-3.98,2.44,8.26,12.01,10.43,4.67,-3.18,-10.1,-16.86
Alexis Lake,52.516667,-57.033333,11675.0,3.225806451612903,248.0,67.8,58.9,71.6,61.1,59.3,90.3,94.5,88.8,67.1,58.2,54.7,63.6,-31.59,-29.53,-23.66,-15.34,-7.59,-1.31,2.68,-0.65,-9.28,-17.72,-23.56,-29.07,-23.59,-20.76,-13.64,-6.31,0.58,6.65,9.96,7.2,-0.06,-8.83,-15.73,-21.69
Alexis Lake,52.516667,-57.033333,12659.0,2.8112449799196786,249.0,78.8,57.2,56.2,44.0,45.9,84.4,103.5,102.7,75.4,65.0,63.5,77.9,-28.79,-27.68,-23.97,-17.47,-10.45,-3.94,0.29,-3.14,-11.89,-19.56,-23.63,-27.07,-21.46,-19.46,-14.46,-8.81,-2.4,4.15,7.67,4.48,-3.42,-11.78,-16.93,-20.6
Alexis Lake,52.516667,-57.033333,14450.0,7.6190476190476195,105.0,127.1,100.9,101.1,72.1,61.9,88.8,91.5,88.3,71.7,70.9,79.7,111.3,-20.06,-19.28,-17.55,-13.71,-9.32,-4.87,-1.79,-5.24,-12.82,-18.19,-19.26,-19.84,-13.18,-11.66,-8.87,-5.79,-1.51,3.68,6.38,2.9,-4.48,-11.03,-13.3,-13.92
Alexis Lake,52.516667,-57.033333,19027.0,8.275862068965518,145.0,93.9,79.3,89.6,69.3,60.5,84.4,85.4,83.0,68.4,65.9,68.3,85.6,-26.47,-25.34,-22.76,-18.42,-14.15,-10.24,-7.41,-10.57,-17.59,-22.82,-24.41,-25.86,-19.9,-17.96,-14.16,-10.18,-5.43,-0.22,2.45,-1.01,-8.43,-15.44,-18.61,-20.23
Alexis Lake,52.516667,-57.033333,25594.0,6.8807339449541285,218.0,100.3,78.9,74.3,54.2,52.8,89.1,95.4,80.3,51.9,44.7,50.8,80.2,-24.52,-23.99,-23.14,-19.83,-15.26,-10.19,-6.97,-11.03,-19.59,-25.27,-25.68,-25.01,-18.26,-16.84,-14.48,-11.42,-6.51,-0.42,2.55,-1.55,-10.09,-17.36,-19.52,-19.44
Aliuk Pond,54.583333,-57.366667,2255.0,39.285714285714285,224.0,81.1,72.6,95.7,77.7,63.5,88.7,93.5,86.5,77.9,67.2,74.6,80.6,-22.98,-22.45,-16.0,-7.98,-2.25,1.64,5.67,6.53,4.28,-0.5,-7.15,-16.66,-12.22,-11.31,-5.72,0.1,5.36,10.45,14.86,14.93,11.6,5.88,-0.22,-7.56
Aliuk Pond,54.583333,-57.366667,3219.0,29.950495049504948,404.0,81.5,64.5,75.4,58.5,50.1,78.6,93.1,93.0,86.4,75.3,83.3,87.7,-20.67,-20.75,-15.29,-7.96,-2.31,2.0,6.42,7.42,5.17,0.62,-5.5,-14.43,-11.03,-10.42,-5.36,0.19,5.61,11.16,15.83,15.79,12.14,6.29,0.43,-6.51
Aliuk Pond,54.583333,-57.366667,4182.0,38.87147335423197,319.0,77.3,66.9,87.5,68.9,53.2,70.9,76.0,76.9,78.6,73.4,81.3,82.0,-18.59,-18.89,-13.94,-7.08,-1.67,2.62,7.06,8.07,5.84,1.54,-4.12,-12.54,-9.79,-9.41,-4.72,0.56,5.91,11.55,16.36,16.42,12.85,7.15,1.49,-5.26
Aliuk Pond,54.583333,-57.366667,5146.0,32.93650793650794,252.0,81.2,64.7,76.6,59.4,49.9,76.3,89.4,90.5,86.6,76.9,85.0,88.0,-20.69,-20.63,-15.06,-7.66,-1.96,2.35,6.66,7.47,4.97,0.28,-5.82,-14.61,-12.28,-11.46,-5.86,0.13,5.71,11.16,15.8,15.88,12.38,6.41,0.07,-7.47
Aliuk Pond,54.583333,-57.366667,6110.0,7.2796934865900385,261.0,69.1,58.1,76.1,63.2,53.8,79.6,91.3,93.3,91.2,79.3,81.5,77.1,-21.61,-21.8,-16.45,-9.03,-3.03,1.74,6.39,7.28,4.64,-0.23,-6.47,-15.36,-13.29,-12.61,-7.07,-0.9,5.09,11.05,16.0,16.07,12.28,5.98,-0.62,-8.33
Aliuk Pond,54.583333,-57.366667,7074.0,8.11965811965812,234.0,77.5,65.6,83.2,67.8,58.2,87.8,99.1,95.4,86.5,73.3,78.8,81.4,-23.93,-23.65,-17.67,-9.49,-2.77,2.47,7.07,7.34,3.73,-2.05,-8.85,-17.88,-14.46,-13.48,-7.79,-1.28,5.27,11.76,16.66,15.97,11.05,3.96,-2.75,-10.0
Aliuk Pond,54.583333,-57.366667,8037.0,6.299212598425196,254.0,63.1,53.0,68.0,57.2,51.3,80.9,94.0,90.7,80.5,65.8,68.0,67.8,-28.13,-27.14,-20.48,-11.6,-4.21,1.42,5.69,4.89,-0.16,-7.0,-14.12,-22.76,-18.94,-17.12,-10.18,-2.83,3.81,9.76,14.07,13.01,7.89,0.44,-6.84,-14.6
Aliuk Pond,54.583333,-57.366667,9001.0,7.751937984496124,129.0,70.0,55.7,65.0,52.0,47.5,80.0,96.5,91.3,76.9,62.4,67.9,73.4,-26.3,-25.25,-19.13,-10.74,-3.56,2.07,6.07,4.68,-1.03,-7.91,-14.28,-21.73,-17.37,-15.49,-8.89,-1.86,4.66,10.62,14.74,13.26,7.67,0.17,-6.62,-13.58
Aliuk Pond,54.583333,-57.366667,9965.0,8.088235294117647,136.0,73.2,58.1,65.1,51.6,49.0,87.5,105.8,93.0,70.3,54.3,61.1,72.2,-23.57,-23.01,-18.34,-11.04,-4.03,2.08,6.22,4.3,-2.21,-9.02,-14.2,-19.89,-15.18,-13.67,-8.22,-2.04,4.36,10.74,14.97,13.03,6.76,-0.72,-6.56,-12.1
Lake Allie,44.8036,-94.5579,-12.0,0.24752475247524752,404.0,17.9,17.5,35.7,62.4,85.6,114.3,84.3,93.9,67.5,46.0,28.0,18.4,-17.32,-14.64,-6.79,1.3,8.21,13.9,16.62,15.41,10.24,3.36,-4.88,-13.36,-5.96,-3.05,3.89,13.68,21.28,26.58,29.62,28.26,23.57,16.6,5.74,-3.02
Lake Allie,44.8036,-94.5579,18.0,0.24096385542168677,415.0,18.0,17.2,33.8,58.7,83.9,120.9,92.6,100.8,68.4,45.1,27.5,18.4,-15.91,-13.28,-6.0,1.47,7.98,13.48,15.97,14.45,9.06,2.42,-5.06,-12.54,-4.65,-1.85,4.43,13.58,20.84,26.07,28.93,27.25,22.27,15.51,5.42,-2.31
Lake Allie,44.8036,-94.5579,51.0,0.0,388.0,21.0,18.9,34.4,56.4,80.1,119.8,95.3,105.8,72.2,48.7,30.9,21.5,-18.47,-15.63,-7.53,0.73,7.69,13.32,15.94,14.64,9.41,2.43,-5.95,-14.53,-7.76,-4.57,2.8,12.92,20.63,25.85,28.72,27.21,22.38,15.21,4.11,-4.84
Lake Allie,44.8036,-94.5579,84.0,0.0,376.0,17.7,17.6,36.8,64.7,87.1,111.5,80.0,89.5,66.5,46.0,27.8,18.0,-17.52,-14.83,-7.03,0.95,7.73,13.31,15.95,14.73,9.62,2.84,-5.28,-13.64,-6.18,-3.28,3.55,13.23,20.77,26.07,29.05,27.61,22.84,15.9,5.18,-3.38
Lake Allie,44.8036,-94.5579,116.0,0.2976190476190476,336.0,18.9,17.8,33.5,55.4,76.6,109.3,83.6,90.2,60.9,41.2,26.5,18.8,-17.91,-15.05,-7.14,0.82,7.45,12.79,15.21,13.85,8.7,1.98,-6.02,-14.22,-6.97,-3.94,2.99,12.61,19.91,24.88,27.65,26.17,21.54,14.76,4.17,-4.28
Lake Allie,44.8036,-94.5579,149.0,1.092896174863388,366.0,18.4,17.6,34.7,60.8,88.9,131.7,101.2,107.6,71.2,46.0,27.6,18.6,-17.95,-14.99,-6.81,1.45,8.33,13.81,16.29,14.91,9.64,2.69,-5.63,-14.12,-6.83,-3.6,3.65,13.59,21.14,26.22,28.96,27.33,22.44,15.36,4.5,-4.13
Lake Allie,44.8036,-94.5579,182.0,0.5586592178770949,358.0,18.6,18.0,36.2,62.6,86.5,117.4,87.2,96.3,68.1,46.1,28.3,18.9,-16.67,-14.02,-6.53,1.13,7.69,13.16,15.69,14.32,9.1,2.47,-5.25,-13.09,-5.66,-2.81,3.7,13.05,20.36,25.54,28.41,26.85,22.03,15.25,4.93,-3.13
Lake Allie,44.8036,-94.5579,215.0,0.9259259259259258,324.0,19.7,19.1,37.8,62.8,82.0,105.2,75.8,84.4,62.1,44.2,28.4,19.6,-16.67,-13.81,-6.21,1.46,7.95,13.27,15.57,13.96,8.56,1.87,-5.74,-13.35,-6.28,-2.95,4.16,13.8,20.95,25.63,28.08,26.32,21.51,14.71,4.28,-3.9
Lake Allie,44.8036,-94.5579,248.0,0.591715976331361,338.0,19.9,19.0,36.7,60.6,81.6,110.1,81.1,88.3,62.0,42.9,27.8,19.6,-17.45,-15.0,-7.49,0.32,7.11,12.86,15.7,14.65,9.65,2.96,-5.09,-13.44,-5.94,-3.3,3.23,12.63,19.92,25.09,28.19,27.1,22.79,16.22,5.67,-2.94
Lake Allie,44.8036,-94.5579,281.0,0.2932551319648094,341.0,19.0,18.5,37.2,63.5,85.4,111.9,81.5,90.7,66.1,46.0,28.7,19.3,-17.75,-14.82,-6.91,1.18,8.09,13.74,16.21,14.54,8.88,1.8,-6.25,-14.25,-6.65,-3.57,3.21,12.94,20.72,26.28,29.17,27.2,21.69,14.33,3.73,-4.29
Lake Allie,44.8036,-94.5579,314.0,0.5952380952380952,336.0,19.5,18.5,34.7,55.9,74.3,100.2,73.7,80.1,56.2,39.6,26.3,19.1,-17.95,-15.37,-7.48,0.51,7.13,12.5,15.21,14.41,9.87,3.39,-4.88,-13.69,-6.83,-4.09,2.91,12.61,19.9,24.85,27.94,27.14,23.28,16.8,5.85,-3.44
Lake Allie,44.8036,-94.5579,346.0,0.2985074626865672,335.0,19.1,17.7,34.8,58.2,76.4,99.1,75.9,93.8,76.6,55.9,33.8,20.9,-17.58,-14.63,-6.67,1.3,7.89,13.16,15.49,14.04,8.82,2.08,-5.88,-13.98,-6.25,-3.14,3.73,13.3,20.61,25.59,28.28,26.6,21.74,14.87,4.42,-3.77
Lake Allie,44.8036,-94.5579,379.0,0.2680965147453083,373.0,18.8,17.5,34.0,57.4,79.4,110.4,85.0,98.3,73.2,51.0,31.0,20.0,-17.72,-15.01,-7.18,0.85,7.68,13.29,15.93,14.67,9.48,2.65,-5.5,-13.86,-6.96,-3.94,3.14,12.95,20.41,25.49,28.38,27.04,22.49,15.63,4.78,-4.03
Lake Allie,44.8036,-94.5579,412.0,0.6369426751592357,314.0,18.5,17.7,38.0,66.7,84.0,98.0,72.0,94.5,87.6,67.5,38.6,21.4,-18.07,-15.15,-6.88,1.36,8.02,13.23,15.68,14.59,9.79,3.11,-5.25,-14.02,-6.69,-3.85,2.84,12.5,20.19,25.72,28.81,27.26,22.26,15.17,4.47,-3.94
Lake Allie,44.8036,-94.5579,445.0,0.0,345.0,19.1,19.0,42.3,75.7,95.3,108.8,77.0,96.4,84.8,63.5,36.7,21.1,-16.71,-14.21,-6.87,0.75,7.43,13.11,15.82,14.53,9.31,2.63,-5.12,-13.02,-6.21,-3.6,2.81,12.23,19.8,25.33,28.54,27.19,22.42,15.54,4.99,-3.37
Lake Allie,44.8036,-94.5579,478.0,0.591715976331361,338.0,21.8,20.5,38.6,61.8,80.2,104.5,76.5,85.7,63.3,46.0,30.6,21.8,-16.55,-13.74,-6.13,1.61,8.22,13.66,16.06,14.49,9.06,2.3,-5.41,-13.14,-6.9,-3.89,3.01,12.8,20.47,25.86,28.81,27.15,22.08,14.93,4.18,-4.24
Almora Lake,46.206111,-95.293611,3716.0,2.4242424242424243,330.0,18.1,15.4,31.7,55.6,82.1,103.6,90.6,88.6,79.7,56.7,30.8,19.0,-22.01,-19.7,-11.72,-2.79,4.39,10.14,13.44,12.61,7.92,1.5,-7.61,-16.98,-9.5,-6.96,0.11,9.95,17.82,23.2,26.88,26.25,21.08,14.08,2.74,-6.1
Almora Lake,46.206111,-95.293611,4195.0,1.023890784982935,293.0,19.0,17.6,39.0,70.3,99.4,113.5,90.3,83.0,72.9,52.0,28.9,18.6,-19.53,-17.55,-10.45,-2.37,4.3,9.9,13.15,12.27,7.65,1.71,-6.52,-14.94,-8.4,-6.23,0.26,9.57,17.12,22.44,26.25,25.89,21.1,14.53,3.61,-4.96
Almora Lake,46.206111,-95.293611,4450.0,1.2618296529968454,317.0,18.1,14.6,27.1,45.6,72.9,108.3,101.8,93.1,72.1,47.8,27.0,18.2,-19.7,-17.3,-9.6,-1.05,5.79,11.28,14.28,13.13,8.23,1.97,-6.58,-15.21,-7.38,-4.72,2.15,11.75,19.47,24.76,28.21,27.18,21.62,14.59,3.67,-4.48
Almora Lake,46.206111,-95.293611,4705.0,0.8344923504867872,359.5,19.4,15.5,29.6,50.1,75.8,103.0,96.3,97.3,87.7,62.5,34.1,21.0,-18.78,-16.82,-9.9,-1.83,5.09,11.06,14.4,13.24,8.11,1.86,-6.3,-14.4,-7.32,-4.74,1.99,11.4,18.88,23.98,27.38,26.49,21.22,14.44,3.69,-4.4
Almora Lake,46.206111,-95.293611,4960.0,0.0,319.0,19.8,16.9,34.7,60.2,87.7,109.4,94.1,90.4,80.3,57.5,31.9,20.2,-20.5,-18.07,-10.32,-1.69,5.27,10.85,13.89,12.7,7.69,1.32,-7.31,-15.98,-8.3,-5.56,1.47,11.17,18.84,23.99,27.38,26.42,21.02,14.04,3.02,-5.31
Almora Lake,46.206111,-95.293611,5215.0,2.0348837209302326,344.0,17.8,15.0,31.3,54.6,76.9,90.9,78.9,82.6,83.3,63.2,33.7,19.5,-19.04,-17.21,-10.61,-2.65,4.48,10.83,14.32,12.93,7.36,0.88,-7.14,-14.86,-7.1,-5.22,0.22,9.15,17.39,23.99,28.18,26.87,20.37,12.94,2.57,-4.53
Almora Lake,46.206111,-95.293611,5470.0,0.32679738562091504,306.0,18.3,16.5,35.7,63.3,89.5,104.5,85.3,79.6,70.5,50.7,28.3,18.2,-21.29,-18.75,-10.58,-1.61,5.43,10.92,13.95,12.92,8.14,1.72,-7.29,-16.5,-9.0,-6.14,1.22,11.16,18.88,23.94,27.28,26.4,21.11,14.08,2.81,-5.86
Almora Lake,46.206111,-95.293611,5725.0,2.5839793281653747,387.0,18.8,16.4,34.5,62.6,96.6,127.2,110.9,101.9,83.6,56.0,30.1,19.0,-21.01,-18.46,-10.31,-1.29,5.88,11.53,14.6,13.45,8.44,1.86,-7.17,-16.29,-9.33,-6.81,0.23,10.22,18.42,24.2,28.04,27.23,21.67,14.32,2.84,-5.96
Almora Lake,46.206111,-95.293611,5916.0,1.0389610389610389,385.0,18.6,16.7,38.4,70.9,98.0,106.5,86.9,89.7,91.9,69.2,35.8,20.1,-21.92,-19.08,-10.44,-1.1,6.07,11.47,14.35,13.19,8.28,1.65,-7.65,-17.12,-10.26,-7.39,0.25,10.63,18.84,24.32,27.92,27.05,21.54,14.09,2.31,-6.85
Almora Lake,46.206111,-95.293611,6158.0,2.127659574468085,329.0,19.9,17.8,37.7,65.4,90.7,104.7,85.5,80.9,73.4,54.1,30.7,19.8,-21.46,-19.06,-11.16,-2.22,5.13,11.11,14.38,13.18,7.95,1.24,-7.76,-16.75,-9.0,-6.63,0.01,9.74,17.99,24.01,27.93,26.93,21.03,13.6,2.41,-5.89
Almora Lake,46.206111,-95.293611,6400.0,4.294478527607362,326.0,19.6,16.7,32.0,54.4,86.1,124.1,109.5,92.1,66.5,43.3,25.3,18.4,-21.4,-18.96,-11.13,-2.24,5.13,11.15,14.37,13.01,7.58,0.79,-8.1,-16.86,-9.17,-6.46,0.63,10.56,18.62,24.21,27.79,26.71,20.93,13.57,2.3,-6.14
Almora Lake,46.206111,-95.293611,7026.0,4.619565217391304,368.0,18.6,16.2,33.3,58.0,85.8,109.0,92.4,84.1,70.0,48.7,27.5,18.2,-20.82,-18.38,-10.62,-1.77,5.6,11.66,14.86,13.42,7.88,1.06,-7.76,-16.38,-10.14,-7.29,0.14,10.44,18.79,24.52,28.16,27.05,21.15,13.51,1.87,-6.95
Almora Lake,46.206111,-95.293611,7770.0,8.040201005025125,398.0,17.5,16.5,37.4,69.8,102.7,121.2,96.2,85.0,70.3,47.9,26.1,16.9,-21.9,-19.34,-11.3,-2.09,5.69,12.06,15.35,13.72,7.8,0.56,-8.61,-17.43,-9.7,-7.02,0.08,10.28,18.87,25.04,28.88,27.59,21.26,13.38,1.83,-6.66
Almora Lake,46.206111,-95.293611,8358.0,1.2567324955116697,557.0,17.9,15.7,34.3,63.3,94.5,116.2,99.9,98.4,90.1,63.2,32.7,19.1,-21.74,-19.29,-11.55,-2.5,5.35,11.94,15.32,13.54,7.34,0.0,-8.98,-17.45,-9.58,-6.8,0.26,10.47,19.21,25.55,29.33,27.7,20.91,12.78,1.32,-6.82
Almora Lake,46.206111,-95.293611,8708.0,3.2319391634980987,526.0,18.9,14.9,27.7,46.9,74.6,110.2,105.8,101.1,82.3,55.5,30.6,19.8,-23.95,-20.99,-12.14,-2.31,5.6,11.73,14.84,13.25,7.45,0.01,-9.72,-19.24,-12.08,-8.71,-0.39,10.58,19.11,24.61,27.97,26.68,20.66,12.71,0.52,-8.82
Almora Lake,46.206111,-95.293611,9058.0,2.6515151515151514,528.0,16.1,14.6,32.5,61.4,94.6,119.6,100.5,91.7,76.0,50.5,26.4,16.2,-22.41,-19.82,-12.13,-2.92,5.38,12.5,15.91,13.54,6.41,-1.54,-10.52,-18.53,-9.71,-6.89,-0.18,9.9,18.89,25.67,29.45,27.22,19.53,10.98,-0.17,-7.52
Almora Lake,46.206111,-95.293611,9408.0,5.17464424320828,773.0,17.9,14.0,26.9,48.3,82.6,133.7,137.3,131.5,102.1,64.6,32.9,19.7,-22.73,-19.59,-10.63,-0.88,6.76,12.51,15.33,13.64,7.94,0.67,-8.87,-18.21,-11.24,-8.04,-0.28,10.33,18.92,24.74,28.18,26.58,20.05,11.98,0.22,-8.39
Almora Lake,46.206111,-95.293611,9705.0,31.90045248868778,442.0,16.5,15.5,36.8,70.0,99.7,110.2,87.0,82.6,76.1,54.1,28.2,16.8,-23.78,-21.43,-13.57,-4.15,4.26,11.44,15.18,13.43,6.95,-0.84,-10.3,-19.19,-12.0,-9.64,-3.11,7.12,16.54,23.94,28.34,26.6,19.13,10.45,-1.16,-9.16
